T09,Public expenditure on education,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
32,Argentina,2010,Expenditure by level of education: pre-primary (as % of government expenditure),7.4370,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2010,Expenditure by level of education: primary (as % of government expenditure),33.0549,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2010,Expenditure by level of education: secondary (as % of government expenditure),39.6500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2010,Expenditure by level of education: tertiary (as % of government expenditure),19.8581,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2010,Public expenditure on education (% of government expenditure),15.0483,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2010,Public expenditure on education (% of GDP),5.0197,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.7773,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2016,All staff compensation as % of total expenditure in public institutions (%),82.4161,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2016,Capital expenditure as % of total expenditure in public institutions (%),10.8066,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2016,Expenditure by level of education: pre-primary (as % of government expenditure),8.6223,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2016,Expenditure by level of education: primary (as % of government expenditure),30.0740,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2016,Expenditure by level of education: secondary (as % of government expenditure),40.9361,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2016,Expenditure by level of education: tertiary (as % of government expenditure),20.3676,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2016,Public expenditure on education (% of government expenditure),13.3762,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
32,Argentina,2016,Public expenditure on education (% of GDP),5.5722,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2005,Public expenditure on education (% of government expenditure),13.6481,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2005,Public expenditure on education (% of GDP),2.7120,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2009,Expenditure by level of education: pre-primary (as % of government expenditure),11.3053,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2009,Expenditure by level of education: tertiary (as % of government expenditure),9.3612,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2009,Public expenditure on education (% of government expenditure),13.4512,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2009,Public expenditure on education (% of GDP),3.8408,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2010,Expenditure by level of education: tertiary (as % of government expenditure),11.6540,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2010,Public expenditure on education (% of government expenditure),12.4005,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2010,Public expenditure on education (% of GDP),3.2490,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),8.2352,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2016,All staff compensation as % of total expenditure in public institutions (%),82.4680,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2016,Capital expenditure as % of total expenditure in public institutions (%),9.2968,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2016,Expenditure by level of education: pre-primary (as % of government expenditure),11.9138,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2016,Expenditure by level of education: primary (as % of government expenditure),20.6657,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2016,Expenditure by level of education: secondary (as % of government expenditure),51.0743,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2016,Expenditure by level of education: tertiary (as % of government expenditure),13.1840,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2016,Public expenditure on education (% of government expenditure),10.1972,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
51,Armenia,2016,Public expenditure on education (% of GDP),2.7581,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
