T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
484,Mexico,2010,Major trading partner 2 (% of imports),China,,15.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2017,Major trading partner 2 (% of imports),China,,17.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2005,Major trading partner 3 (% of exports),Germany,,1.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2010,Major trading partner 3 (% of exports),Germany,,1.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2017,Major trading partner 3 (% of exports),Germany,,1.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2005,Major trading partner 3 (% of imports),Japan,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2010,Major trading partner 3 (% of imports),Japan,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
484,Mexico,2017,Major trading partner 3 (% of imports),Japan,,4.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2005,Major trading partner 1 (% of exports),Thailand,,82.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2010,Major trading partner 1 (% of exports),Thailand,,30.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2017,Major trading partner 1 (% of exports),Thailand,,59.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2005,Major trading partner 1 (% of imports),Republic of Korea,,4.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2010,Major trading partner 1 (% of imports),Republic of Korea,,2.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2017,Major trading partner 1 (% of imports),Republic of Korea,,26.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2010,Major trading partner 2 (% of exports),China,,3.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2017,Major trading partner 2 (% of exports),China,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2005,Major trading partner 2 (% of imports),United States,,42.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2010,Major trading partner 2 (% of imports),United States,,48.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2017,Major trading partner 2 (% of imports),United States,,23.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2005,Major trading partner 3 (% of exports),Philippines,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2010,Major trading partner 3 (% of exports),Philippines,,1.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2017,Major trading partner 3 (% of exports),Philippines,,11.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2005,Major trading partner 3 (% of imports),Asia nes,Asia not elsewhere specified.,1.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2010,Major trading partner 3 (% of imports),Asia nes,Asia not elsewhere specified.,0.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
583,Micronesia (Fed. States of),2017,Major trading partner 3 (% of imports),Asia nes,Asia not elsewhere specified.,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2005,Major trading partner 1 (% of exports),China,,48.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2010,Major trading partner 1 (% of exports),China,,81.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2017,Major trading partner 1 (% of exports),China,,79.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2005,Major trading partner 1 (% of imports),China,,24.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2010,Major trading partner 1 (% of imports),China,,41.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2017,Major trading partner 1 (% of imports),China,,31.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2005,Major trading partner 2 (% of exports),United Kingdom,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2010,Major trading partner 2 (% of exports),United Kingdom,,2.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2017,Major trading partner 2 (% of exports),United Kingdom,,16.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2005,Major trading partner 2 (% of imports),Russian Federation,,35.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2010,Major trading partner 2 (% of imports),Russian Federation,,26.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2017,Major trading partner 2 (% of imports),Russian Federation,,25.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2005,Major trading partner 3 (% of exports),Russian Federation,,2.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2010,Major trading partner 3 (% of exports),Russian Federation,,2.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2017,Major trading partner 3 (% of exports),Russian Federation,,1.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2005,Major trading partner 3 (% of imports),Japan,,6.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2010,Major trading partner 3 (% of imports),Japan,,4.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
496,Mongolia,2017,Major trading partner 3 (% of imports),Japan,,9.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2010,Major trading partner 1 (% of exports),Serbia,,28.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2017,Major trading partner 1 (% of exports),Serbia,,17.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2010,Major trading partner 1 (% of imports),Serbia,,26.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2017,Major trading partner 1 (% of imports),Serbia,,21.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2010,Major trading partner 2 (% of exports),Bosnia-Herzegovina,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2017,Major trading partner 2 (% of exports),Bosnia-Herzegovina,,12.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2010,Major trading partner 2 (% of imports),China,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2017,Major trading partner 2 (% of imports),China,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2010,Major trading partner 3 (% of exports),Areas nes,Areas not elsewhere specified.,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2017,Major trading partner 3 (% of exports),Areas nes,Areas not elsewhere specified.,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2010,Major trading partner 3 (% of imports),Germany,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
499,Montenegro,2017,Major trading partner 3 (% of imports),Germany,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
500,Montserrat,2017,Major trading partner 1 (% of exports),Mexico,,73.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
500,Montserrat,2005,Major trading partner 1 (% of imports),United States,,56.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
500,Montserrat,2010,Major trading partner 1 (% of imports),United States,,68.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
