T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
36,Australia,2016,Balance of Payments: Current account (millions of US dollars),"-37,026",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2017,Balance of Payments: Current account (millions of US dollars),"-32,653",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,1995,Balance of Payments: Capital account (millions of US dollars),-300,Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2005,Balance of Payments: Capital account (millions of US dollars),-121,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2010,Balance of Payments: Capital account (millions of US dollars),-287,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2015,Balance of Payments: Capital account (millions of US dollars),-457,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2016,Balance of Payments: Capital account (millions of US dollars),-605,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2017,Balance of Payments: Capital account (millions of US dollars),-395,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,1995,Balance of Payments: Financial account (millions of US dollars),"-18,866",Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2005,Balance of Payments: Financial account (millions of US dollars),"-42,174",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2010,Balance of Payments: Financial account (millions of US dollars),"-44,105",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2015,Balance of Payments: Financial account (millions of US dollars),"-54,941",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2016,Balance of Payments: Financial account (millions of US dollars),"-36,780",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
36,Australia,2017,Balance of Payments: Financial account (millions of US dollars),"-33,652",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2005,Balance of Payments: Current account (millions of US dollars),"6,245",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2010,Balance of Payments: Current account (millions of US dollars),"11,478",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2015,Balance of Payments: Current account (millions of US dollars),"7,388",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2016,Balance of Payments: Current account (millions of US dollars),"8,291",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2017,Balance of Payments: Current account (millions of US dollars),"7,709",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2005,Balance of Payments: Capital account (millions of US dollars),-84,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2010,Balance of Payments: Capital account (millions of US dollars),268,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2015,Balance of Payments: Capital account (millions of US dollars),"-1,914",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2016,Balance of Payments: Capital account (millions of US dollars),-659,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2017,Balance of Payments: Capital account (millions of US dollars),-311,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2005,Balance of Payments: Financial account (millions of US dollars),168,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2010,Balance of Payments: Financial account (millions of US dollars),"4,758",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2015,Balance of Payments: Financial account (millions of US dollars),"4,806",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2016,Balance of Payments: Financial account (millions of US dollars),"11,059",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
40,Austria,2017,Balance of Payments: Financial account (millions of US dollars),"10,183",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,1995,Balance of Payments: Current account (millions of US dollars),-401,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2005,Balance of Payments: Current account (millions of US dollars),167,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2010,Balance of Payments: Current account (millions of US dollars),"15,040",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2015,Balance of Payments: Current account (millions of US dollars),-222,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2016,Balance of Payments: Current account (millions of US dollars),"-1,363",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2017,Balance of Payments: Current account (millions of US dollars),"1,685",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,1995,Balance of Payments: Capital account (millions of US dollars),-2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2005,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2010,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2015,Balance of Payments: Capital account (millions of US dollars),-44,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2016,Balance of Payments: Capital account (millions of US dollars),-40,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2017,Balance of Payments: Capital account (millions of US dollars),100,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,1995,Balance of Payments: Financial account (millions of US dollars),-342,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2005,Balance of Payments: Financial account (millions of US dollars),83,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2010,Balance of Payments: Financial account (millions of US dollars),"14,065",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2015,Balance of Payments: Financial account (millions of US dollars),"-2,352",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2016,Balance of Payments: Financial account (millions of US dollars),"2,222",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
31,Azerbaijan,2017,Balance of Payments: Financial account (millions of US dollars),"2,173",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
44,Bahamas,1985,Balance of Payments: Current account (millions of US dollars),-3,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
44,Bahamas,1995,Balance of Payments: Current account (millions of US dollars),-146,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
44,Bahamas,2005,Balance of Payments: Current account (millions of US dollars),-701,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
44,Bahamas,2010,Balance of Payments: Current account (millions of US dollars),-814,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
